ref	rel	RELATION
9036	214102	SALT
214102	9036	SALT
9184	2568430	SALT
2568430	9184	SALT
9268	276118	SALT
276118	9268	SALT
9668	261435	SALT
9668	215228	SALT
261435	9668	SALT
261435	215228	SALT
215228	9668	SALT
215228	261435	SALT
9892	202344	SALT
9892	207833	SALT
9892	202314	SALT
202344	9892	SALT
202344	207833	SALT
202344	202314	SALT
207833	9892	SALT
207833	202344	SALT
202314	9892	SALT
202314	202344	SALT
10480	118114	SALT
118114	10480	SALT
10880	140281	SALT
140281	10880	SALT
11212	80165	SALT
80165	11212	SALT
11884	202249	SALT
11884	187131	SALT
814	202249	SALT
814	187131	SALT
202249	11884	SALT
202249	814	SALT
202249	229570	SALT
202249	187131	SALT
202249	103325	SALT
229570	202249	SALT
229570	187131	SALT
187131	11884	SALT
187131	814	SALT
187131	202249	SALT
187131	229570	SALT
187131	103325	SALT
103325	202249	SALT
103325	187131	SALT
15056	15260	SALT
15056	21414	SALT
15056	261165	SALT
15056	15055	SALT
15056	15259	SALT
15056	186246	SALT
15056	191941	SALT
15260	15056	SALT
15260	21414	SALT
15260	261165	SALT
15260	15055	SALT
15260	15259	SALT
15260	186246	SALT
15260	191941	SALT
21414	15056	SALT
21414	15260	SALT
21414	261165	SALT
21414	15055	SALT
21414	15259	SALT
21414	191941	SALT
261165	15056	SALT
261165	15260	SALT
261165	21414	SALT
261165	15055	SALT
261165	15259	SALT
261165	186246	SALT
261165	191941	SALT
15055	15056	SALT
15055	15260	SALT
15055	21414	SALT
15055	261165	SALT
15055	15259	SALT
15055	186246	SALT
15055	191941	SALT
15259	15056	SALT
15259	15260	SALT
15259	21414	SALT
15259	261165	SALT
15259	15055	SALT
15259	186246	SALT
15259	191941	SALT
186246	15056	SALT
186246	15260	SALT
186246	261165	SALT
186246	15055	SALT
186246	15259	SALT
186246	191941	SALT
191941	15056	SALT
191941	15260	SALT
191941	21414	SALT
191941	261165	SALT
191941	15055	SALT
191941	15259	SALT
191941	186246	SALT
16248	151437	SALT
151437	16248	SALT
17100	347544	SALT
17100	119994	SALT
347544	17100	SALT
347544	32989	SALT
119994	17100	SALT
119994	32989	SALT
32989	347544	SALT
32989	119994	SALT
18712	114169	SALT
114169	18712	SALT
19888	246782	SALT
246782	19888	SALT
22124	233402	SALT
233402	22124	SALT
22152	42286	SALT
42286	22152	SALT
23632	206539	SALT
206539	23632	SALT
25804	128389	SALT
128389	25804	SALT
26812	26811	SALT
26811	26812	SALT
26884	86959	SALT
26884	114235	SALT
26884	201039	SALT
38969	86959	SALT
38969	114235	SALT
38969	201039	SALT
60706	86959	SALT
60706	114235	SALT
60706	201039	SALT
86959	26884	SALT
86959	38969	SALT
86959	60706	SALT
86959	114235	SALT
86959	201039	SALT
114235	26884	SALT
114235	38969	SALT
114235	60706	SALT
114235	86959	SALT
201039	26884	SALT
201039	38969	SALT
201039	60706	SALT
201039	86959	SALT
27104	208140	SALT
27104	27159	SALT
27104	73713	SALT
27104	126789	SALT
208140	27104	SALT
208140	27105	SALT
208140	27159	SALT
208140	9949	SALT
208140	73713	SALT
208140	170999	SALT
27105	208140	SALT
27105	27159	SALT
27105	73713	SALT
27105	126789	SALT
27159	27104	SALT
27159	208140	SALT
27159	27105	SALT
27159	9949	SALT
27159	170999	SALT
27159	126789	SALT
9949	208140	SALT
9949	27159	SALT
9949	73713	SALT
9949	126789	SALT
73713	27104	SALT
73713	208140	SALT
73713	27105	SALT
73713	9949	SALT
73713	170999	SALT
73713	126789	SALT
170999	208140	SALT
170999	27159	SALT
170999	73713	SALT
170999	126789	SALT
126789	27104	SALT
126789	27105	SALT
126789	27159	SALT
126789	9949	SALT
126789	73713	SALT
126789	170999	SALT
27320	154275	SALT
154275	27320	SALT
29040	236963	SALT
29040	158656	SALT
236963	29040	SALT
236963	158656	SALT
158656	29040	SALT
158656	236963	SALT
29628	2573679	SALT
2573679	29628	SALT
29648	119542	SALT
119542	29648	SALT
31212	632430	SALT
632430	31212	SALT
33548	156494	SALT
156494	33548	SALT
36084	152937	SALT
152937	36084	SALT
37576	120878	SALT
120878	37576	SALT
38660	39606	SALT
39606	38660	SALT
40148	66437	SALT
66437	40148	SALT
187832	3136	SALT
187832	617022	SALT
187832	147248	SALT
187832	382539	SALT
3136	187832	SALT
3136	140755	SALT
617022	187832	SALT
617022	140755	SALT
140755	3136	SALT
140755	617022	SALT
140755	147248	SALT
140755	382539	SALT
147248	187832	SALT
147248	140755	SALT
382539	187832	SALT
382539	140755	SALT
212600	180155	SALT
3684	180155	SALT
180155	212600	SALT
180155	3684	SALT
180155	110019	SALT
110019	180155	SALT
212672	261614	SALT
213484	261614	SALT
261614	212672	SALT
261614	213484	SALT
213380	54742	SALT
54742	213380	SALT
235056	178351	SALT
178351	235056	SALT
189768	189766	SALT
189766	189768	SALT
189884	189883	SALT
189883	189884	SALT
189883	251522	SALT
251522	189883	SALT
214428	4742	SALT
214428	99131	SALT
214428	214429	SALT
214428	259580	SALT
214428	99881	SALT
214428	39517	SALT
4742	214428	SALT
4742	99131	SALT
4742	214429	SALT
4742	205982	SALT
4742	259580	SALT
99131	214428	SALT
99131	4742	SALT
99131	214429	SALT
99131	205982	SALT
99131	259580	SALT
99131	99881	SALT
99131	39517	SALT
214429	214428	SALT
214429	4742	SALT
214429	99131	SALT
214429	205982	SALT
214429	259580	SALT
214429	99881	SALT
214429	39517	SALT
205982	4742	SALT
205982	99131	SALT
205982	214429	SALT
205982	259580	SALT
205982	99881	SALT
205982	39517	SALT
259580	214428	SALT
259580	4742	SALT
259580	99131	SALT
259580	214429	SALT
259580	205982	SALT
259580	99881	SALT
259580	39517	SALT
99881	214428	SALT
99881	99131	SALT
99881	214429	SALT
99881	205982	SALT
99881	259580	SALT
39517	214428	SALT
39517	99131	SALT
39517	214429	SALT
39517	205982	SALT
39517	259580	SALT
214724	43854	SALT
43854	214724	SALT
214832	214654	SALT
214832	214666	SALT
214654	214832	SALT
214666	214832	SALT
215204	620576	SALT
215204	185270	SALT
215204	208532	SALT
620576	215204	SALT
620576	77363	SALT
620576	185270	SALT
620576	208532	SALT
77363	620576	SALT
77363	185270	SALT
77363	208532	SALT
185270	215204	SALT
185270	620576	SALT
185270	77363	SALT
185270	208532	SALT
208532	215204	SALT
208532	620576	SALT
208532	77363	SALT
208532	185270	SALT
237124	47355	SALT
47355	237124	SALT
237132	183117	SALT
237132	183110	SALT
183117	237132	SALT
183117	645006	SALT
183117	183110	SALT
645006	183117	SALT
645006	183110	SALT
183110	237132	SALT
183110	183117	SALT
183110	645006	SALT
237164	22805	SALT
22805	237164	SALT
237340	198904	SALT
198904	237340	SALT
403524	34661	SALT
34661	403524	SALT
403728	192692	SALT
192692	403728	SALT
404280	2916	SALT
404280	54188	SALT
404280	40031	SALT
404280	242421	SALT
404280	154505	SALT
404280	25936	SALT
404280	760120	SALT
404280	255526	SALT
2916	404280	SALT
2916	54188	SALT
2916	40031	SALT
2916	242421	SALT
2916	154505	SALT
2916	404279	SALT
2916	25936	SALT
2916	760120	SALT
2916	40686	SALT
2916	255526	SALT
54188	404280	SALT
54188	2916	SALT
54188	40031	SALT
54188	242421	SALT
54188	154505	SALT
54188	404279	SALT
54188	25936	SALT
54188	760120	SALT
54188	40686	SALT
54188	255526	SALT
40031	404280	SALT
40031	2916	SALT
40031	54188	SALT
40031	242421	SALT
40031	154505	SALT
40031	404279	SALT
40031	25936	SALT
40031	760120	SALT
40031	40686	SALT
40031	255526	SALT
242421	404280	SALT
242421	2916	SALT
242421	54188	SALT
242421	40031	SALT
242421	154505	SALT
242421	404279	SALT
242421	25936	SALT
242421	760120	SALT
242421	40686	SALT
242421	255526	SALT
154505	404280	SALT
154505	2916	SALT
154505	54188	SALT
154505	40031	SALT
154505	242421	SALT
154505	404279	SALT
154505	25936	SALT
154505	760120	SALT
154505	40686	SALT
154505	255526	SALT
404279	2916	SALT
404279	54188	SALT
404279	40031	SALT
404279	242421	SALT
404279	154505	SALT
404279	25936	SALT
404279	760120	SALT
404279	255526	SALT
25936	404280	SALT
25936	2916	SALT
25936	54188	SALT
25936	40031	SALT
25936	242421	SALT
25936	154505	SALT
25936	404279	SALT
25936	40686	SALT
25936	255526	SALT
760120	404280	SALT
760120	2916	SALT
760120	54188	SALT
760120	40031	SALT
760120	242421	SALT
760120	154505	SALT
760120	404279	SALT
760120	40686	SALT
760120	255526	SALT
40686	2916	SALT
40686	54188	SALT
40686	40031	SALT
40686	242421	SALT
40686	154505	SALT
40686	25936	SALT
40686	760120	SALT
40686	255526	SALT
255526	404280	SALT
255526	2916	SALT
255526	54188	SALT
255526	40031	SALT
255526	242421	SALT
255526	154505	SALT
255526	404279	SALT
255526	25936	SALT
255526	760120	SALT
255526	40686	SALT
191292	191293	SALT
191293	191292	SALT
191576	35596	SALT
191576	214413	SALT
191576	274978	SALT
191576	15254	SALT
191576	15253	SALT
191576	154279	SALT
191576	15252	SALT
191576	187950	SALT
191576	184963	SALT
35596	191576	SALT
35596	214413	SALT
35596	274978	SALT
35596	15254	SALT
35596	15253	SALT
35596	154279	SALT
35596	15252	SALT
35596	187950	SALT
35596	184963	SALT
214413	191576	SALT
214413	35596	SALT
214413	274978	SALT
214413	15254	SALT
214413	15253	SALT
214413	15252	SALT
274978	191576	SALT
274978	35596	SALT
274978	214413	SALT
274978	15254	SALT
274978	15253	SALT
274978	154279	SALT
274978	15252	SALT
274978	187950	SALT
274978	184963	SALT
15254	191576	SALT
15254	35596	SALT
15254	214413	SALT
15254	274978	SALT
15254	15253	SALT
15254	154279	SALT
15254	15252	SALT
15254	187950	SALT
15254	184963	SALT
15253	191576	SALT
15253	35596	SALT
15253	214413	SALT
15253	274978	SALT
15253	15254	SALT
15253	154279	SALT
15253	15252	SALT
15253	187950	SALT
15253	184963	SALT
154279	191576	SALT
154279	35596	SALT
154279	274978	SALT
154279	15254	SALT
154279	15253	SALT
154279	15252	SALT
15252	191576	SALT
15252	35596	SALT
15252	214413	SALT
15252	274978	SALT
15252	15254	SALT
15252	15253	SALT
15252	154279	SALT
15252	187950	SALT
15252	184963	SALT
187950	191576	SALT
187950	35596	SALT
187950	274978	SALT
187950	15254	SALT
187950	15253	SALT
187950	15252	SALT
184963	191576	SALT
184963	35596	SALT
184963	274978	SALT
184963	15254	SALT
184963	15253	SALT
184963	15252	SALT
192188	57249	SALT
57249	192188	SALT
216076	46838	SALT
21079	46838	SALT
46838	216076	SALT
46838	21079	SALT
237896	668416	SALT
237896	183839	SALT
668416	237896	SALT
183839	237896	SALT
238772	238689	SALT
238689	238772	SALT
239204	34509	SALT
34509	239204	SALT
405048	206312	SALT
206312	405048	SALT
405704	66544	SALT
405704	405705	SALT
405704	405703	SALT
405704	405702	SALT
66544	405704	SALT
66544	405706	SALT
66544	405705	SALT
66544	405703	SALT
66544	405702	SALT
405706	66544	SALT
405706	405705	SALT
405706	405703	SALT
405706	405702	SALT
405705	405704	SALT
405705	66544	SALT
405705	405706	SALT
405705	405703	SALT
405705	405702	SALT
405703	405704	SALT
405703	66544	SALT
405703	405706	SALT
405703	405705	SALT
405703	405702	SALT
405702	405704	SALT
405702	66544	SALT
405702	405706	SALT
405702	405705	SALT
405702	405703	SALT
405716	405718	SALT
405716	9711	SALT
405716	55433	SALT
405716	405717	SALT
405718	405716	SALT
405718	9711	SALT
405718	55433	SALT
405718	405717	SALT
9711	405716	SALT
9711	405718	SALT
9711	55433	SALT
9711	405717	SALT
55433	405716	SALT
55433	405718	SALT
55433	9711	SALT
55433	405717	SALT
405717	405716	SALT
405717	405718	SALT
405717	9711	SALT
405717	55433	SALT
405920	405924	SALT
405920	405923	SALT
56088	405924	SALT
56088	405923	SALT
405924	405920	SALT
405924	56088	SALT
405924	110918	SALT
405924	3156	SALT
405924	43663	SALT
405924	405921	SALT
405924	405922	SALT
110918	405924	SALT
110918	405923	SALT
3156	405924	SALT
3156	405923	SALT
405923	405920	SALT
405923	56088	SALT
405923	110918	SALT
405923	3156	SALT
405923	43663	SALT
405923	405921	SALT
405923	405922	SALT
43663	405924	SALT
43663	405923	SALT
405921	405924	SALT
405921	405923	SALT
405922	405924	SALT
405922	405923	SALT
406008	405998	SALT
405998	406008	SALT
192872	112818	SALT
112818	192872	SALT
217624	239664	SALT
239664	217624	SALT
217688	107874	SALT
217688	107873	SALT
107874	217688	SALT
107874	662722	SALT
107874	203030	SALT
107874	182201	SALT
107874	2578471	SALT
107874	107873	SALT
662722	107874	SALT
662722	107873	SALT
203030	107874	SALT
203030	107873	SALT
182201	107874	SALT
182201	107873	SALT
2578471	107874	SALT
2578471	107873	SALT
107873	217688	SALT
107873	107874	SALT
107873	662722	SALT
107873	203030	SALT
107873	182201	SALT
107873	2578471	SALT
218196	12475	SALT
12475	218196	SALT
218544	257956	SALT
257956	218544	SALT
218796	226528	SALT
218796	232164	SALT
218796	219172	SALT
218796	234859	SALT
226528	218796	SALT
226528	232164	SALT
226528	219172	SALT
226528	178810	SALT
226528	234859	SALT
232164	218796	SALT
232164	226528	SALT
232164	219172	SALT
232164	178810	SALT
232164	234859	SALT
219172	218796	SALT
219172	226528	SALT
219172	232164	SALT
219172	178810	SALT
219172	234859	SALT
178810	226528	SALT
178810	232164	SALT
178810	219172	SALT
178810	234859	SALT
234859	218796	SALT
234859	226528	SALT
234859	232164	SALT
234859	219172	SALT
234859	178810	SALT
239792	240604	SALT
239792	239793	SALT
240604	239792	SALT
240604	239793	SALT
239793	239792	SALT
239793	240604	SALT
240208	123537	SALT
123537	240208	SALT
240488	78861	SALT
78861	240488	SALT
240768	613242	SALT
613242	240768	SALT
613242	613045	SALT
613045	613242	SALT
241068	242032	SALT
242032	241068	SALT
242032	241070	SALT
241070	242032	SALT
241504	239983	SALT
239983	241504	SALT
407388	59455	SALT
59455	407388	SALT
196648	148344	SALT
196648	97381	SALT
196648	102945	SALT
196648	103570	SALT
196648	221175	SALT
196648	184371	SALT
196648	164901	SALT
196648	103571	SALT
196648	4856	SALT
196648	102946	SALT
196648	118059	SALT
196648	245090	SALT
196648	102944	SALT
196648	97382	SALT
148344	196648	SALT
148344	97381	SALT
148344	102945	SALT
148344	103570	SALT
148344	221175	SALT
148344	184371	SALT
148344	164901	SALT
148344	103571	SALT
148344	4856	SALT
148344	102946	SALT
148344	118059	SALT
148344	245090	SALT
148344	102944	SALT
148344	97382	SALT
97381	196648	SALT
97381	148344	SALT
97381	102945	SALT
97381	103570	SALT
97381	221175	SALT
97381	184371	SALT
97381	164901	SALT
97381	103571	SALT
97381	4856	SALT
97381	102946	SALT
97381	118059	SALT
97381	245090	SALT
97381	102944	SALT
97381	97382	SALT
102945	196648	SALT
102945	148344	SALT
102945	97381	SALT
102945	103570	SALT
102945	221175	SALT
102945	184371	SALT
102945	164901	SALT
102945	103571	SALT
102945	4856	SALT
102945	118059	SALT
102945	245090	SALT
102945	97382	SALT
103570	196648	SALT
103570	148344	SALT
103570	97381	SALT
103570	102945	SALT
103570	221175	SALT
103570	184371	SALT
103570	164901	SALT
103570	103571	SALT
103570	4856	SALT
103570	102946	SALT
103570	118059	SALT
103570	245090	SALT
103570	102944	SALT
103570	97382	SALT
221175	196648	SALT
221175	148344	SALT
221175	97381	SALT
221175	102945	SALT
221175	103570	SALT
221175	184371	SALT
221175	164901	SALT
221175	103571	SALT
221175	4856	SALT
221175	102946	SALT
221175	118059	SALT
221175	245090	SALT
221175	102944	SALT
221175	97382	SALT
184371	196648	SALT
184371	148344	SALT
184371	97381	SALT
184371	102945	SALT
184371	103570	SALT
184371	221175	SALT
184371	164901	SALT
184371	103571	SALT
184371	4856	SALT
184371	102946	SALT
184371	118059	SALT
184371	245090	SALT
184371	102944	SALT
184371	97382	SALT
164901	196648	SALT
164901	148344	SALT
164901	97381	SALT
164901	102945	SALT
164901	103570	SALT
164901	221175	SALT
164901	184371	SALT
164901	103571	SALT
164901	4856	SALT
164901	102946	SALT
164901	118059	SALT
164901	245090	SALT
164901	102944	SALT
164901	97382	SALT
103571	196648	SALT
103571	148344	SALT
103571	97381	SALT
103571	102945	SALT
103571	103570	SALT
103571	221175	SALT
103571	184371	SALT
103571	164901	SALT
103571	4856	SALT
103571	102946	SALT
103571	118059	SALT
103571	245090	SALT
103571	102944	SALT
103571	97382	SALT
4856	196648	SALT
4856	148344	SALT
4856	97381	SALT
4856	102945	SALT
4856	103570	SALT
4856	221175	SALT
4856	184371	SALT
4856	164901	SALT
4856	103571	SALT
4856	102946	SALT
4856	118059	SALT
4856	245090	SALT
4856	102944	SALT
4856	97382	SALT
102946	196648	SALT
102946	148344	SALT
102946	97381	SALT
102946	103570	SALT
102946	221175	SALT
102946	184371	SALT
102946	164901	SALT
102946	103571	SALT
102946	4856	SALT
102946	118059	SALT
102946	245090	SALT
102946	97382	SALT
118059	196648	SALT
118059	148344	SALT
118059	97381	SALT
118059	102945	SALT
118059	103570	SALT
118059	221175	SALT
118059	184371	SALT
118059	164901	SALT
118059	103571	SALT
118059	4856	SALT
118059	102946	SALT
118059	245090	SALT
118059	102944	SALT
118059	97382	SALT
245090	196648	SALT
245090	148344	SALT
245090	97381	SALT
245090	102945	SALT
245090	103570	SALT
245090	221175	SALT
245090	184371	SALT
245090	164901	SALT
245090	103571	SALT
245090	4856	SALT
245090	102946	SALT
245090	118059	SALT
245090	102944	SALT
245090	97382	SALT
102944	196648	SALT
102944	148344	SALT
102944	97381	SALT
102944	103570	SALT
102944	221175	SALT
102944	184371	SALT
102944	164901	SALT
102944	103571	SALT
102944	4856	SALT
102944	118059	SALT
102944	245090	SALT
102944	97382	SALT
97382	196648	SALT
97382	148344	SALT
97382	97381	SALT
97382	102945	SALT
97382	103570	SALT
97382	221175	SALT
97382	184371	SALT
97382	164901	SALT
97382	103571	SALT
97382	4856	SALT
97382	102946	SALT
97382	118059	SALT
97382	245090	SALT
97382	102944	SALT
196772	191336	SALT
191336	196772	SALT
196888	207706	SALT
207706	196888	SALT
196972	133998	SALT
133998	196972	SALT
219292	236923	SALT
219292	219294	SALT
219292	219295	SALT
219292	219293	SALT
236923	219292	SALT
236923	219294	SALT
236923	219291	SALT
236923	219295	SALT
236923	219293	SALT
219294	219292	SALT
219294	236923	SALT
219294	219291	SALT
219294	219295	SALT
219294	219293	SALT
219291	236923	SALT
219291	219294	SALT
219291	219295	SALT
219291	219293	SALT
219295	219292	SALT
219295	236923	SALT
219295	219294	SALT
219295	219291	SALT
219295	219293	SALT
219293	219292	SALT
219293	236923	SALT
219293	219294	SALT
219293	219291	SALT
219293	219295	SALT
241772	242861	SALT
242861	241772	SALT
242388	23359	SALT
242388	207044	SALT
23359	242388	SALT
23359	207044	SALT
207044	242388	SALT
207044	23359	SALT
242392	1909	SALT
1909	242392	SALT
242956	72407	SALT
242956	431	SALT
242956	403345	SALT
72407	242956	SALT
72407	431	SALT
72407	403345	SALT
431	242956	SALT
431	72407	SALT
431	403345	SALT
403345	242956	SALT
403345	72407	SALT
403345	431	SALT
243120	243118	SALT
243120	243119	SALT
243118	243120	SALT
243118	243119	SALT
243119	243120	SALT
243119	243118	SALT
408560	408559	SALT
408559	408560	SALT
408836	171294	SALT
171294	408836	SALT
408936	3716	SALT
3716	408936	SALT
194344	87137	SALT
87137	194344	SALT
194416	165619	SALT
165619	194416	SALT
195668	6272	SALT
195668	238497	SALT
2571098	6272	SALT
2571098	238497	SALT
6272	195668	SALT
6272	2571098	SALT
6272	238497	SALT
